"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","VISCODE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","VISCODE2","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Translated visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Months from baseline rounded to nearest 6 months","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","EXAMDATE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Examination Date","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","TAG_LOW_GLUCOSE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Low glucose","-4","-4","-4","-4","-4","-4","-4","-4","","","values of 0,1","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","TAG_HIGH_PYRUVATE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","High pyruvate","-4","-4","-4","-4","-4","-4","-4","-4","","","values of 0,1","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","TAG_HIGH_LACTATE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","High lactate","-4","-4","-4","-4","-4","-4","-4","-4","","","values of 0,1","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","TAG_UNEXPECTED_AMINO_ACID_SIGNALS","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Unexpected amino acid signals","-4","-4","-4","-4","-4","-4","-4","-4","","","values of 0,1","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","TAG_LOW_GLUTAMINE_HIGH_GLUTAMATE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Low glutamine / high glutamate","-4","-4","-4","-4","-4","-4","-4","-4","","","values of 0,1","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","TAG_LOW_PROTEIN_CONTENT","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Low protein content","-4","-4","-4","-4","-4","-4","-4","-4","","","values of 0,1","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
"-4","TAG_PLASMA_SAMPLE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","Plasma sample","-4","-4","-4","-4","-4","-4","-4","-4","","","values of 0,1","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2018-09-06 14:25:41.0"
